season,team1,team2,venue,toss_winner,toss_decision,team1_avg_score,team2_avg_score,team1_win_rate,team2_win_rate,h2h_team1_wins,h2h_team2_wins,team1_key_player_fit,team2_key_player_fit,home_advantage,winner
2017,Gujarat Lions,Mumbai Indians,"Saurashtra Cricket Association Stadium, Rajkot",Mumbai Indians,field,164,183,0.51,0.58,1,9,0,0,1,Mumbai Indians
2017,Kings XI Punjab,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",Sunrisers Hyderabad,bat,171,166,0.52,0.49,13,7,1,0,1,Kings XI Punjab
2017,Royal Challengers Bangalore,Rising Pune Supergiant,"M Chinnaswamy Stadium, Bangalore",Rising Pune Supergiant,field,162,172,0.51,0.53,5,4,1,1,1,Rising Pune Supergiant
2017,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,165,171,0.42,0.51,12,18,0,1,1,Kolkata Knight Riders
2017,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,field,186,164,0.56,0.51,16,6,0,0,1,Mumbai Indians
2017,Kolkata Knight Riders,Rising Pune Supergiant,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,170,163,0.59,0.57,4,6,1,1,1,Kolkata Knight Riders
2017,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Stadium, Hyderabad",Mumbai Indians,bat,145,170,0.5,0.6,2,10,1,1,1,Mumbai Indians
2017,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,169,173,0.59,0.66,6,17,0,1,1,Mumbai Indians
2017,Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,175,177,0.45,0.6,7,27,1,1,1,Mumbai Indians
2017,Kings XI Punjab,Mumbai Indians,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,155,188,0.42,0.58,1,27,0,0,1,Mumbai Indians
2017,Royal Challengers Bangalore,Delhi Daredevils,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,160,173,0.48,0.45,19,8,0,0,1,Royal Challengers Bangalore
2017,Mumbai Indians,Delhi Daredevils,"Wankhede Stadium, Mumbai",Mumbai Indians,field,167,151,0.59,0.39,23,1,0,0,1,Mumbai Indians
2017,Delhi Daredevils,Kings XI Punjab,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,bat,170,162,0.39,0.42,9,16,1,1,1,Delhi Daredevils
2017,Kolkata Knight Riders,Rising Pune Supergiant,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,156,171,0.58,0.52,5,6,0,1,1,Rising Pune Supergiant
2017,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,182,167,0.62,0.53,11,2,0,1,1,Mumbai Indians
2017,Royal Challengers Bangalore,Gujarat Lions,"M Chinnaswamy Stadium, Bangalore",Gujarat Lions,field,173,155,0.48,0.47,4,5,1,0,1,Royal Challengers Bangalore
2017,Royal Challengers Bangalore,Kings XI Punjab,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,184,162,0.51,0.48,22,6,0,0,1,Royal Challengers Bangalore
2017,Gujarat Lions,Mumbai Indians,"Saurashtra Cricket Association Stadium, Rajkot",Mumbai Indians,field,163,185,0.51,0.65,1,10,1,0,1,Mumbai Indians
2017,Rising Pune Supergiant,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,bat,155,168,0.58,0.52,7,5,0,1,1,Rising Pune Supergiant
2018,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,bat,162,157,0.6,0.57,16,9,0,0,1,Chennai Super Kings
2018,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat,167,171,0.45,0.66,1,12,1,1,1,Chennai Super Kings
2018,Delhi Daredevils,Kings XI Punjab,"Arun Jaitley Stadium, Delhi",Kings XI Punjab,field,164,172,0.47,0.46,10,16,1,1,1,Kings XI Punjab
2018,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,field,160,181,0.46,0.68,2,12,0,0,1,Mumbai Indians
2018,Mumbai Indians,Kings XI Punjab,"Wankhede Stadium, Mumbai",Mumbai Indians,field,187,151,0.69,0.45,28,1,1,0,1,Mumbai Indians
2018,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,173,157,0.58,0.47,18,7,1,1,1,Chennai Super Kings
2018,Mumbai Indians,Kings XI Punjab,"Wankhede Stadium, Mumbai",Mumbai Indians,field,169,163,0.61,0.52,29,1,1,1,1,Mumbai Indians
2018,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,bat,181,172,0.57,0.64,14,8,1,0,1,Mumbai Indians
2018,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Stadium, Hyderabad",Rajasthan Royals,field,162,153,0.5,0.48,5,12,1,1,1,Sunrisers Hyderabad
2018,Rajasthan Royals,Kings XI Punjab,"Sawai Mansingh Stadium, Jaipur",Kings XI Punjab,field,149,151,0.51,0.42,15,5,1,1,1,Rajasthan Royals
2018,Mumbai Indians,Kings XI Punjab,"Wankhede Stadium, Mumbai",Kings XI Punjab,field,169,164,0.6,0.45,30,1,1,0,1,Mumbai Indians
2018,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,171,161,0.6,0.55,9,17,1,0,1,Kolkata Knight Riders
2018,Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bangalore",Mumbai Indians,bat,174,187,0.53,0.63,7,28,1,1,1,Mumbai Indians
2018,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,field,157,167,0.48,0.47,5,6,1,0,1,Sunrisers Hyderabad
2018,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Royal Challengers Bangalore,field,158,179,0.51,0.55,19,12,0,1,1,Royal Challengers Bangalore
2018,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,167,152,0.58,0.48,19,7,0,0,1,Chennai Super Kings
2018,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chennai",Delhi Daredevils,field,161,167,0.65,0.46,15,7,0,1,1,Chennai Super Kings
2018,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Rajasthan Royals,field,172,169,0.62,0.46,13,1,1,1,1,Chennai Super Kings
2018,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,bat,165,170,0.5,0.46,6,12,1,0,1,Sunrisers Hyderabad
2018,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Stadium, Hyderabad",Royal Challengers Bangalore,bat,161,166,0.48,0.43,4,13,0,1,1,Sunrisers Hyderabad
2018,Kings XI Punjab,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",Kolkata Knight Riders,bat,171,159,0.52,0.51,8,15,1,0,1,Kings XI Punjab
2018,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,157,151,0.47,0.54,9,11,1,1,1,Kolkata Knight Riders
2018,Kings XI Punjab,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,156,161,0.42,0.51,9,15,1,0,1,Kings XI Punjab
2018,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,bat,167,150,0.59,0.47,17,4,0,1,1,Mumbai Indians
2018,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,162,171,0.64,0.6,17,10,1,1,1,Chennai Super Kings
2018,Kolkata Knight Riders,Delhi Daredevils,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,163,167,0.57,0.5,31,6,0,1,1,Kolkata Knight Riders
2018,Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,168,180,0.47,0.67,7,29,0,1,1,Mumbai Indians
2018,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,165,158,0.5,0.46,12,7,1,0,1,Rajasthan Royals
2018,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Stadium, Hyderabad",Rajasthan Royals,field,145,168,0.57,0.51,7,13,0,0,1,Rajasthan Royals
2018,Kings XI Punjab,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",Royal Challengers Bangalore,bat,168,167,0.52,0.46,6,23,1,1,1,Kings XI Punjab
2018,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,165,156,0.67,0.49,20,7,1,0,1,Chennai Super Kings
2018,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chennai",Kings XI Punjab,field,182,164,0.67,0.45,21,7,1,0,1,Chennai Super Kings
2018,Royal Challengers Bangalore,Rajasthan Royals,"M Chinnaswamy Stadium, Bangalore",Rajasthan Royals,bat,171,161,0.49,0.54,11,5,1,1,1,Royal Challengers Bangalore
2018,Mumbai Indians,Kings XI Punjab,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,186,165,0.66,0.42,31,1,1,0,1,Mumbai Indians
2018,Delhi Daredevils,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,bat,154,167,0.46,0.55,8,20,0,1,1,Royal Challengers Bangalore
2018,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,bat,156,158,0.53,0.59,3,18,1,0,1,Kolkata Knight Riders
2018,Kings XI Punjab,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",Kings XI Punjab,field,163,178,0.43,0.54,7,23,0,0,1,Royal Challengers Bangalore
2018,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,165,179,0.53,0.45,19,13,0,1,1,Kolkata Knight Riders
2018,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chennai",Mumbai Indians,field,180,181,0.56,0.65,8,15,0,1,1,Mumbai Indians
2018,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,field,151,172,0.46,0.59,11,10,0,1,1,Kolkata Knight Riders
2018,Kings XI Punjab,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,160,153,0.43,0.49,14,7,0,1,1,Kings XI Punjab
2018,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,field,149,176,0.57,0.61,2,13,0,1,1,Mumbai Indians
2018,Kings XI Punjab,Rajasthan Royals,"IS Bindra Stadium, Mohali",Rajasthan Royals,bat,154,165,0.41,0.48,5,16,0,1,1,Rajasthan Royals
2018,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,field,175,157,0.64,0.45,14,2,0,0,1,Mumbai Indians
2018,Royal Challengers Bangalore,Delhi Daredevils,"M Chinnaswamy Stadium, Bangalore",Delhi Daredevils,field,174,153,0.42,0.49,21,8,1,0,1,Royal Challengers Bangalore
2018,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,174,168,0.64,0.54,17,5,1,1,1,Chennai Super Kings
2018,Delhi Daredevils,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,field,154,155,0.49,0.5,6,6,0,1,1,Sunrisers Hyderabad
2018,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,158,160,0.54,0.56,10,18,1,1,1,Chennai Super Kings
2018,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Stadium, Hyderabad",Mumbai Indians,field,167,183,0.5,0.62,2,15,0,0,1,Mumbai Indians
2018,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Sunrisers Hyderabad,bat,164,168,0.61,0.47,12,4,0,0,1,Chennai Super Kings
2018,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,184,168,0.5,0.59,13,20,0,1,1,Royal Challengers Bangalore
2018,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,bat,169,157,0.54,0.53,19,10,1,1,1,Chennai Super Kings
2018,Delhi Daredevils,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,field,150,165,0.48,0.49,6,7,0,0,1,Delhi Daredevils
2018,Mumbai Indians,Kings XI Punjab,"Wankhede Stadium, Mumbai",Kings XI Punjab,field,167,174,0.56,0.53,32,1,1,0,1,Mumbai Indians
2018,Delhi Daredevils,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,field,151,159,0.51,0.56,7,16,1,1,1,Chennai Super Kings
2018,Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bangalore",Mumbai Indians,field,173,189,0.52,0.59,7,30,0,1,1,Mumbai Indians
2018,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chennai",Kings XI Punjab,bat,174,165,0.66,0.47,22,7,1,0,1,Chennai Super Kings
2018,Kings XI Punjab,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",Sunrisers Hyderabad,bat,164,165,0.46,0.44,15,7,1,1,1,Kings XI Punjab
2018,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,169,168,0.56,0.44,19,3,1,1,1,Kolkata Knight Riders
2018,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,bat,166,169,0.55,0.48,5,13,1,0,1,Sunrisers Hyderabad
2019,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,172,169,0.61,0.65,8,16,1,1,1,Chennai Super Kings
2019,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,182,172,0.6,0.51,23,7,1,0,1,Chennai Super Kings
2019,Kings XI Punjab,Rajasthan Royals,"IS Bindra Stadium, Mohali",Rajasthan Royals,field,169,171,0.46,0.52,5,17,1,1,1,Rajasthan Royals
2019,Royal Challengers Bangalore,Chennai Super Kings,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,183,178,0.45,0.63,5,18,1,0,1,Chennai Super Kings
2019,Kings XI Punjab,Mumbai Indians,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,171,181,0.46,0.61,1,33,1,1,1,Mumbai Indians
2019,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,field,150,149,0.45,0.46,14,7,0,0,1,Rajasthan Royals
2019,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,bat,186,166,0.61,0.63,16,9,0,0,1,Mumbai Indians
2019,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi Stadium, Hyderabad",Chennai Super Kings,field,145,162,0.45,0.56,4,13,1,1,1,Chennai Super Kings
2019,Mumbai Indians,Kings XI Punjab,"Wankhede Stadium, Mumbai",Kings XI Punjab,bat,172,160,0.63,0.52,34,1,0,1,1,Mumbai Indians
2019,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Rajasthan Royals,field,174,171,0.62,0.53,14,1,1,0,1,Chennai Super Kings
2019,Kings XI Punjab,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",Kolkata Knight Riders,bat,173,154,0.47,0.53,10,15,1,0,1,Kolkata Knight Riders
2019,Kings XI Punjab,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",Kings XI Punjab,field,170,173,0.45,0.57,10,16,0,0,1,Kolkata Knight Riders
2019,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,field,160,161,0.5,0.56,11,11,1,1,1,Sunrisers Hyderabad
2019,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,field,173,168,0.54,0.54,2,5,0,1,1,Delhi Capitals
2019,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Rajasthan Royals,bat,164,154,0.56,0.5,15,1,1,1,1,Chennai Super Kings
2019,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,164,167,0.52,0.56,10,20,0,0,1,Chennai Super Kings
2019,Kings XI Punjab,Mumbai Indians,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,168,173,0.47,0.69,1,35,1,0,1,Kings XI Punjab
2019,Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat,166,173,0.57,0.65,1,5,0,0,1,Chennai Super Kings
2019,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,170,150,0.64,0.53,14,4,1,0,1,Chennai Super Kings
2019,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,154,174,0.57,0.52,5,12,0,0,1,Rajasthan Royals
2019,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Stadium, Hyderabad",Royal Challengers Bangalore,bat,147,168,0.48,0.52,6,13,1,0,1,Royal Challengers Bangalore
2019,Kings XI Punjab,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,164,158,0.53,0.56,16,7,1,0,1,Kings XI Punjab
2019,Royal Challengers Bangalore,Kings XI Punjab,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,162,161,0.45,0.54,24,7,0,1,1,Kings XI Punjab
2019,Kings XI Punjab,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,169,146,0.54,0.57,17,7,1,1,1,Kings XI Punjab
2019,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,field,152,156,0.57,0.52,3,5,0,1,1,Rajasthan Royals
2019,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Delhi Capitals,field,173,164,0.58,0.56,1,1,1,1,1,Kolkata Knight Riders
2019,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bangalore",Delhi Capitals,bat,162,168,0.49,0.51,2,1,0,1,1,Delhi Capitals
2019,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,bat,175,149,0.56,0.47,3,6,1,0,1,Delhi Capitals
2019,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,bat,173,163,0.68,0.58,21,10,0,1,1,Chennai Super Kings
2019,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,168,171,0.47,0.48,4,6,0,1,1,Rajasthan Royals
2019,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Sunrisers Hyderabad,field,161,147,0.55,0.55,15,4,1,0,1,Chennai Super Kings
2019,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai",Royal Challengers Bangalore,field,167,178,0.61,0.47,19,5,1,1,1,Chennai Super Kings
2019,Kings XI Punjab,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,167,149,0.47,0.49,18,7,0,0,1,Kings XI Punjab
2019,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,field,148,185,0.55,0.57,2,16,1,1,1,Mumbai Indians
2019,Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bangalore",Mumbai Indians,field,171,175,0.45,0.55,7,31,0,0,1,Mumbai Indians
2019,Kings XI Punjab,Mumbai Indians,"IS Bindra Stadium, Mohali",Mumbai Indians,field,157,171,0.51,0.62,2,35,0,1,1,Mumbai Indians
2019,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,field,184,167,0.68,0.58,18,6,1,0,1,Mumbai Indians
2019,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bangalore",Delhi Capitals,field,181,166,0.43,0.54,2,2,0,1,1,Delhi Capitals
2019,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,bat,174,159,0.57,0.52,11,12,0,0,1,Kolkata Knight Riders
2019,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat,158,164,0.52,0.54,5,5,0,1,1,Sunrisers Hyderabad
2019,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,174,151,0.58,0.53,17,2,1,0,1,Mumbai Indians
2019,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,148,163,0.49,0.53,3,20,1,1,1,Kolkata Knight Riders
2019,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,168,170,0.57,0.66,9,17,0,1,1,Mumbai Indians
2019,Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bangalore",Mumbai Indians,bat,160,188,0.42,0.6,7,32,1,0,1,Mumbai Indians
2019,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,bat,149,166,0.46,0.49,6,12,0,1,1,Royal Challengers Bangalore
2019,Kings XI Punjab,Mumbai Indians,"IS Bindra Stadium, Mohali",Mumbai Indians,bat,161,180,0.48,0.56,2,36,0,1,1,Mumbai Indians
2019,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Mumbai Indians,bat,160,190,0.55,0.66,6,19,1,1,1,Mumbai Indians
2019,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,170,168,0.68,0.51,24,7,1,1,1,Chennai Super Kings
2019,Mumbai Indians,Kings XI Punjab,"Wankhede Stadium, Mumbai",Kings XI Punjab,field,186,156,0.55,0.53,37,2,1,1,1,Mumbai Indians
2019,Delhi Capitals,Kings XI Punjab,"Arun Jaitley Stadium, Delhi",Kings XI Punjab,field,172,157,0.52,0.47,1,2,0,1,1,Kings XI Punjab
2019,Kings XI Punjab,Rajasthan Royals,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,174,165,0.54,0.55,5,18,0,1,1,Kings XI Punjab
2019,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,field,156,152,0.52,0.48,15,7,0,1,1,Rajasthan Royals
2019,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,167,181,0.43,0.55,4,18,0,1,1,Mumbai Indians
2019,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi Stadium, Hyderabad",Kings XI Punjab,bat,165,171,0.44,0.4,7,19,1,0,1,Kings XI Punjab
2019,Kings XI Punjab,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",Sunrisers Hyderabad,field,156,169,0.51,0.57,20,7,0,1,1,Sunrisers Hyderabad
2019,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,176,145,0.58,0.53,12,12,1,0,1,Kolkata Knight Riders
2019,Delhi Capitals,Kings XI Punjab,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat,167,162,0.45,0.47,1,3,0,0,1,Kings XI Punjab
2019,Kings XI Punjab,Mumbai Indians,"IS Bindra Stadium, Mohali",Mumbai Indians,field,156,183,0.43,0.65,2,38,0,0,1,Mumbai Indians
2019,Royal Challengers Bangalore,Rajasthan Royals,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,168,166,0.53,0.55,13,6,1,0,1,Royal Challengers Bangalore
2019,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,field,166,161,0.64,0.56,19,4,0,1,1,Mumbai Indians
2020,Kings XI Punjab,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,field,162,176,0.51,0.53,8,24,0,0,0,Royal Challengers Bangalore
2020,Kings XI Punjab,Delhi Capitals,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Capitals,bat,163,158,0.45,0.56,4,1,0,0,0,Kings XI Punjab
2020,Kings XI Punjab,Mumbai Indians,Dubai International Cricket Stadium,Kings XI Punjab,bat,161,175,0.41,0.64,2,39,0,1,0,Mumbai Indians
2020,Mumbai Indians,Delhi Capitals,Sharjah Cricket Stadium,Delhi Capitals,field,173,155,0.62,0.57,1,3,0,0,0,Mumbai Indians
2020,Sunrisers Hyderabad,Kings XI Punjab,Dubai International Cricket Stadium,Kings XI Punjab,bat,147,152,0.56,0.45,8,20,0,0,0,Kings XI Punjab
2020,Sunrisers Hyderabad,Mumbai Indians,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,bat,148,187,0.44,0.56,2,18,1,1,0,Mumbai Indians
2020,Kings XI Punjab,Chennai Super Kings,Sharjah Cricket Stadium,Kings XI Punjab,field,163,173,0.51,0.66,7,25,0,1,0,Chennai Super Kings
2020,Mumbai Indians,Kolkata Knight Riders,Sharjah Cricket Stadium,Kolkata Knight Riders,bat,169,156,0.55,0.57,20,6,0,0,0,Mumbai Indians
2020,Delhi Capitals,Royal Challengers Bangalore,"Sheikh Zayed Stadium, Abu Dhabi",Royal Challengers Bangalore,field,157,167,0.46,0.42,3,2,0,1,0,Delhi Capitals
2020,Kings XI Punjab,Delhi Capitals,Sharjah Cricket Stadium,Delhi Capitals,field,169,169,0.51,0.46,5,1,1,1,0,Delhi Capitals
2020,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,Rajasthan Royals,bat,155,182,0.54,0.63,4,20,0,1,0,Mumbai Indians
2020,Kolkata Knight Riders,Chennai Super Kings,Sharjah Cricket Stadium,Kolkata Knight Riders,bat,163,165,0.56,0.64,10,22,1,1,0,Chennai Super Kings
2020,Rajasthan Royals,Delhi Capitals,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Capitals,field,153,155,0.49,0.55,7,4,0,1,0,Delhi Capitals
2020,Mumbai Indians,Rajasthan Royals,Dubai International Cricket Stadium,Mumbai Indians,field,185,154,0.58,0.53,21,4,1,1,0,Mumbai Indians
2020,Kings XI Punjab,Chennai Super Kings,Dubai International Cricket Stadium,Chennai Super Kings,bat,153,170,0.4,0.56,7,26,1,1,0,Chennai Super Kings
2020,Rajasthan Royals,Mumbai Indians,Dubai International Cricket Stadium,Rajasthan Royals,bat,157,171,0.46,0.59,4,22,0,1,0,Mumbai Indians
2020,Kolkata Knight Riders,Chennai Super Kings,Dubai International Cricket Stadium,Kolkata Knight Riders,bat,161,162,0.47,0.63,10,23,1,0,0,Chennai Super Kings
